Keyword,Category,World,Source,Ruleset
Lenchtahg,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lich Troll,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Zombie Troll,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lindwyrm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lupilisk,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lupilisk Whelp,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lupilisk Elder,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lycanthrope,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Werebear Ascetic,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Werewolf Ravager,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Malikirian Imp,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjorks,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Asher,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Burner,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Charger,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Sootling,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Sootling Swarm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mold Spider,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Morbus Kobolds,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Stalkers,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Brute,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Juggernaut,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Leaper,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Whistler,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oozing Vulture,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Ordeal Tree,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Panjaian,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Scream Thief,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Psychic Fragment,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Psychic Fragment Swarm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Sea Drakes,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shadowsteel Undead,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shadowsteel Ghast,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shadowsteel Ghoul,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shatter Corpse,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shieldhead,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Sitri Cat,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skeleton Troopers,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skeleton Rifler,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skeleton Cannoneer,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skeleton Commander,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skinweaver,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Sky Drake,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Sloth Galloper,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Spythronar,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Spythronar Sac,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Spythronar Web,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Spythronar Swarm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Torcheater,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Xakalonus,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
The Amethyst Academy,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
The Followers of the Falling Fire,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
The Hooded Lanterns,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
Knights of the Silver Order,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
Queen’s Men,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
Black Ivory Inn,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Buckledown Row,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Chapel of Saint Brenna,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Eckerman Mill,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Rat's Nest Tavern,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Reed Manor,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Shrine of Morrigan,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Smithy on the Scar,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Stick’s Ferry,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Cosmological Clocktower,Location,Drakkenheim,Dungeons of Drakkenheim,2014
The Crater,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Kleinberg Estate,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Old Town Cistern,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Queen’s Park,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Royal Grotto,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Rose Theatre,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Saint Vitruvio’s Cathedral,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Slaughterstone Square,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Camp Dawn,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Court of Thieves,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Drakkenheim Garrison,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Inscrutable Tower,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Saint Selina’s Monastery,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Arcane Wraith,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Crater Wurm,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Garmyr,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Grotesque Gargant,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Haze Husk,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Haze Wight,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Tower Dragon,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Wall Gargoyle,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Warp Witch,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Delerium Dreg,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Haze Hulk,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Protean Abomination,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Ratlings,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Ratling,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Ratling Guttersnipe,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Warlock of the Rat God,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Animated Delerium Sludge,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Living Deep Haze,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Entropic Flame,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Walking Delerium Geode,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Hypnotic Eldritch Blossom,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Amalgamation,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Crimson Countess,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Executioner,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Gravekeeper,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Lord of the Feast,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Pale Man,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Rat Prince,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Lord Commander Elias Drexel,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Eldrick Runeweaver,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Knight-Captain Theodore Marshal,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Lucretia Mathias,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Queen of Thieves,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Cavalier,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Chaplain,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Hedge Mage,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Scoundrel,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Urban Ranger,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
The Birdfolk,Race,Humblewood,Humblewood Campaign Setting,2014
The Humblefolk,Race,Humblewood,Humblewood Campaign Setting,2014
Alderheart,Location,Humblewood,Humblewood Campaign Setting,2014
Ashbarrow,Location,Humblewood,Humblewood Campaign Setting,2014
The Avium,Location,Humblewood,Humblewood Campaign Setting,2014
Brackenmill,Location,Humblewood,Humblewood Campaign Setting,2014
The Crest,Location,Humblewood,Humblewood Campaign Setting,2014
Marshview,Location,Humblewood,Humblewood Campaign Setting,2014
Meadowfen,Location,Humblewood,Humblewood Campaign Setting,2014
Mokk Fields,Location,Humblewood,Humblewood Campaign Setting,2014
Saltar’s Port,Location,Humblewood,Humblewood Campaign Setting,2014
Scorched Grove,Location,Humblewood,Humblewood Campaign Setting,2014
Talongrip Coast,Location,Humblewood,Humblewood Campaign Setting,2014
Winnowing Reach,Location,Humblewood,Humblewood Campaign Setting,2014
Ashsnake,Monster,Humblewood,Humblewood Campaign Setting,2014
Aspect of Fire,Monster,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Skeleton,Monster,Humblewood,Humblewood Campaign Setting,2014
Cobblefright,Monster,Humblewood,Humblewood Campaign Setting,2014
Emberbats,Monster,Humblewood,Humblewood Campaign Setting,2014
Emberbat,Monster,Humblewood,Humblewood Campaign Setting,2014
Swarm of Emberbats,Monster,Humblewood,Humblewood Campaign Setting,2014
Forest Prowler,Monster,Humblewood,Humblewood Campaign Setting,2014
Lesser Demon,Monster,Humblewood,Humblewood Campaign Setting,2014
Mountain Lion,Monster,Humblewood,Humblewood Campaign Setting,2014
Slime,Monster,Humblewood,Humblewood Campaign Setting,2014
Caustic Slime,Monster,Humblewood,Humblewood Campaign Setting,2014
Shifting Slime,Monster,Humblewood,Humblewood Campaign Setting,2014
Sticky Slime,Monster,Humblewood,Humblewood Campaign Setting,2014
Wakewyrm,Monster,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Dockmaster,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Farmer,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Guard,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Militia,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Sailor,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Skirmisher,NPC,Humblewood,Humblewood Campaign Setting,2014
Cervan Bandit General,NPC,Humblewood,Humblewood Campaign Setting,2014
Cervan Priest,NPC,Humblewood,Humblewood Campaign Setting,2014
Corvum Assassin,NPC,Humblewood,Humblewood Campaign Setting,2014
Corvum Diviner,NPC,Humblewood,Humblewood Campaign Setting,2014
Corvum Necromancer,NPC,Humblewood,Humblewood Campaign Setting,2014
Gallus Druid,NPC,Humblewood,Humblewood Campaign Setting,2014
Gallus Monk,NPC,Humblewood,Humblewood Campaign Setting,2014
Gallus Necromancer,NPC,Humblewood,Humblewood Campaign Setting,2014
Hedge Bard,NPC,Humblewood,Humblewood Campaign Setting,2014
Hedge Witch,NPC,Humblewood,Humblewood Campaign Setting,2014
Jerbeen Thief,NPC,Humblewood,Humblewood Campaign Setting,2014
Jerbeen Swashbuckler,NPC,Humblewood,Humblewood Campaign Setting,2014
Luma Cleric of Ardea,NPC,Humblewood,Humblewood Campaign Setting,2014
Luma Wizard,NPC,Humblewood,Humblewood Campaign Setting,2014
Mapach Bandit,NPC,Humblewood,Humblewood Campaign Setting,2014
Mapach Brute,NPC,Humblewood,Humblewood Campaign Setting,2014
Mapach Tinkerer,NPC,Humblewood,Humblewood Campaign Setting,2014
Raptor Explorer,NPC,Humblewood,Humblewood Campaign Setting,2014
Raptor Ranger,NPC,Humblewood,Humblewood Campaign Setting,2014
Strig Knight,NPC,Humblewood,Humblewood Campaign Setting,2014
Strig Tracker,NPC,Humblewood,Humblewood Campaign Setting,2014
Havel of the Autumn Moon,NPC,Humblewood,Humblewood Campaign Setting,2014
Tevor of the Spring Path,NPC,Humblewood,Humblewood Campaign Setting,2014
Vulpin Captain,NPC,Humblewood,Humblewood Campaign Setting,2014
Vulpin Noble,NPC,Humblewood,Humblewood Campaign Setting,2014
Vulpin Priest of Kren,NPC,Humblewood,Humblewood Campaign Setting,2014
Jagged Edge Hideaway,Location,Generic,Where Evil Lives,2014
Queen Bargnot,Villain,Generic,Where Evil Lives,2014
Hanging Tree,Location,Generic,Where Evil Lives,2014
The Dohma,Villain,Generic,Where Evil Lives,2014
Shtriga Nonna’s Hut,Location,Generic,Where Evil Lives,2014
Shtriga Nonna,Villain,Generic,Where Evil Lives,2014
Burnock Mill,Location,Generic,Where Evil Lives,2014
Baron Uthrak,Villain,Generic,Where Evil Lives,2014
Camp Firefield,Location,Generic,Where Evil Lives,2014
Varrox,Villain,Generic,Where Evil Lives,2014
Shifting Library,Location,Generic,Where Evil Lives,2014
Kiona,Villain,Generic,Where Evil Lives,2014
Cloud Fang Keep,Location,Generic,Where Evil Lives,2014
Lady Emer,Villain,Generic,Where Evil Lives,2014
Molten Enclave,Location,Generic,Where Evil Lives,2014
Zenith Aastrika,Villain,Generic,Where Evil Lives,2014
Ruins of Wrathrock,Location,Generic,Where Evil Lives,2014
Ithu’rath,Villain,Generic,Where Evil Lives,2014
The White Tower,Location,Generic,Where Evil Lives,2014
Xorannox,Villain,Generic,Where Evil Lives,2014
Canyon of the Tower Crown,Location,Generic,Where Evil Lives,2014
Aurumvas,Villain,Generic,Where Evil Lives,2014
Tomb of the Keeper,Location,Generic,Where Evil Lives,2014
Ashyra,Villain,Generic,Where Evil Lives,2014
Terminal Excrescence,Location,Generic,Where Evil Lives,2014
Lord Syuul,Villain,Generic,Where Evil Lives,2014
Eighth City Advocacy Services,Location,Generic,Where Evil Lives,2014
Lazivos,Villain,Generic,Where Evil Lives,2014
Shadowkeep,Location,Generic,Where Evil Lives,2014
Count Rhodar,Villain,Generic,Where Evil Lives,2014
Durixaviinox’s Rest,Location,Generic,Where Evil Lives,2014
Durixaviinox,Villain,Generic,Where Evil Lives,2014
Coronal Hollow,Location,Generic,Where Evil Lives,2014
Qazyldrath,Villain,Generic,Where Evil Lives,2014
Eyes of the Mountain,Location,Generic,Where Evil Lives,2014
Yserthrax,Villain,Generic,Where Evil Lives,2014
Glass Cavern,Location,Generic,Where Evil Lives,2014
Xaantikorijek,Villain,Generic,Where Evil Lives,2014
Mount Brazen,Location,Generic,Where Evil Lives,2014
Forzaantilirys,Villain,Generic,Where Evil Lives,2014
Ash Queen’s Reliquary,Location,Generic,Where Evil Lives,2014
Atæshia,Villain,Generic,Where Evil Lives,2014
Boughs of Eternity,Location,Generic,Where Evil Lives,2014
Vairae,Villain,Generic,Where Evil Lives,2014
Wechselkind,Race,Etharis,Grim Hollow: The Players Guide,2014
Laneshi,Race,Etharis,Grim Hollow: The Players Guide,2014
Ogresh,Race,Etharis,Grim Hollow: The Players Guide,2014
The Downcast,Race,Etharis,Grim Hollow: The Players Guide,2014
Dreamers,Race,Etharis,Grim Hollow: The Players Guide,2014
The Disembodied,Race,Etharis,Grim Hollow: The Players Guide,2014
Path of the Fractured,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Path of the Primal Spirit,Subclass,Etharis,Grim Hollow: The Players Guide,2014
College of Adventurers,Subclass,Etharis,Grim Hollow: The Players Guide,2014
College of Requiems,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Eldritch Domain,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Inquisition Domain,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Circle of Blood,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Circle of Mutation,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Bulwark Warrior,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Living Crucible,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Way of the Leaden Crown,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Way of Pride,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Oath of Pestilence,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Oath of Zeal,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Green Reaper,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Vermin Lord,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Highway Rider,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Misfortune Bringer,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Haunted,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Wretched Bloodline,Subclass,Etharis,Grim Hollow: The Players Guide,2014
The First Vampire,Subclass,Etharis,Grim Hollow: The Players Guide,2014
The Parasite,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Plague Doctor,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Sangromancer,Subclass,Etharis,Grim Hollow: The Players Guide,2014
Aberrant Horror,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
Fiend,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
Lich,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
Lycanthrope,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
Seraph,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
Vampire,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
Fey,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
Primordial,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
Specter,Mechanic,Etharis,Grim Hollow: The Players Guide,2014
