Keyword,Category,World,Source,Ruleset
Bloodmire Treant,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Bramble Creeper,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Brimstone Drake,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
"Butcher Dray, Three-Headed Ettin",Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Cartographer’s Agent,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Cerberus Pup,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Cloverback Toad,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Circle of Dragons Druid,Subclass,Generic,The Griffon’s Saddlebag Book Two,2014
Circle of Dragons Druid,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Crest City Druid (Wyrmling),Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Crest City Druid (Youth),Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Crimson Legion Imp,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Cyglops,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Death Coach,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Desert Cat,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Durheim Initiate,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Durheim Guide,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Durheim Leader,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Dyra,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Dyra Juggernaut,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Etherean Trickster,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Ether Fish,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Festus Battlechef,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Fleshcrafter,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Flintclaw,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Geleton Adventurer,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Ghost Dragon,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Giant Blood Eel,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Giant Horned Snake,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Giant Mosquito,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Giant Spider Rat,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Giant Spore Lizard,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
"Grihoo, the Superhydra",Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Grymhare,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Grym-Mage Tyrannosaur,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Hammerhead Ether-Eel,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Haunted Reflection,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Hawkren Bloodstone,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
"H’rethi, Soul of the Desert",Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Infinite Animarum Leader,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Iron Maw Barbarian,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Iron Maw Gladiator,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Justice,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Kiir,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
"Lady Feluciana, Legendary Medusa Sorceress",Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Lava Wurm,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Elder Lava Wurm,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Lightning Panther,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Lothrem,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Mage-Arbiter,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Magebreaker,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Malfuriel the Betrayer,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Merchant Lord,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Mimic Keg,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
"Ochre Elson, Animarum Maestro",Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Ogden Fellweaver,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Pegasus Knight,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
"Pegasus Knight, exalted",Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Psybird,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Purple Jam,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Refuse Golem,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Rocborne Chief,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Rot Monster,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Sand Lizard,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Sand Spider,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Sanguinor,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Scarapit,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Seed Coins,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Seed Coin,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Seed Coin Pollinator,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Germination Stall,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Skywhale,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Slumber Phantom,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Spire Scholar,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Spire Student,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Steel Hawk Captain,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Steel Hawk Soldier,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Storm Spirit,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Swarm of Giant Mosquitoes,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Swarm of Rain Hornets,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Swarm of Scorned Familiars,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
"The Thousand Voices, Supreme Soul Vortex",Monster,Generic,The Griffon’s Saddlebag Book Two,2014
The Wild Hunt,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Thunderbird,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Tipsy,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
"Vaanor, Primeval Cerberus",Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Vincent Von Dreck,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
Wyvernfly,Monster,Generic,The Griffon’s Saddlebag Book Two,2014
The Wind-Touched,Location,Humblewood,Humblewood Tales,2014
The Wakewyrm’s Fury,Location,Humblewood,Humblewood Tales,2014
The Seahawk,Location,Humblewood,Humblewood Tales,2014
Hunt for the Loper,Location,Humblewood,Humblewood Tales,2014
Descent into the Dark,Location,Humblewood,Humblewood Tales,2014
Shoppes and Stores,Location,Humblewood,Humblewood Tales,2014
The Crimson Rose,Location,Humblewood,Humblewood Tales,2014
The Last Stand,Location,Humblewood,Humblewood Tales,2014
Zephyr & Co.,Location,Humblewood,Humblewood Tales,2014
Hannu’s Provisions,Location,Humblewood,Humblewood Tales,2014
Spleck Smandra’s Wagon of Worldly Wonders,Location,Humblewood,Humblewood Tales,2014
Druid: Circle of the Warden,Subclass,Humblewood,Humblewood Tales,2014
Warlock Patron: The Predator,Subclass,Humblewood,Humblewood Tales,2014
Wizard: Leyline Magic,Subclass,Humblewood,Humblewood Tales,2014
Amphithere,Monster,Humblewood,Humblewood Tales,2014
Infant Amphithere,Monster,Humblewood,Humblewood Tales,2014
Cosmoth,Monster,Humblewood,Humblewood Tales,2014
Cosmoth Caterpede,Monster,Humblewood,Humblewood Tales,2014
Dusktail,Monster,Humblewood,Humblewood Tales,2014
Emberbat,Monster,Humblewood,Humblewood Tales,2014
Everbug,Monster,Humblewood,Humblewood Tales,2014
Firelance,Monster,Humblewood,Humblewood Tales,2014
Forest Prowler,Monster,Humblewood,Humblewood Tales,2014
Juvenile Forest Prowler,Monster,Humblewood,Humblewood Tales,2014
Gargath,Monster,Humblewood,Humblewood Tales,2014
Glassbeetle,Monster,Humblewood,Humblewood Tales,2014
Nightmare,Monster,Humblewood,Humblewood Tales,2014
Jerbeen Horror,Monster,Humblewood,Humblewood Tales,2014
Kren’s Fang,Monster,Humblewood,Humblewood Tales,2014
Shadowbeast,Monster,Humblewood,Humblewood Tales,2014
Vulpin Horror,Monster,Humblewood,Humblewood Tales,2014
Rosselbuck,Monster,Humblewood,Humblewood Tales,2014
Corrupted Rosselbuck,Monster,Humblewood,Humblewood Tales,2014
Slicar,Monster,Humblewood,Humblewood Tales,2014
Slime,Monster,Humblewood,Humblewood Tales,2014
Animated Slime,Monster,Humblewood,Humblewood Tales,2014
Cursed Slime,Monster,Humblewood,Humblewood Tales,2014
Fungusfeaster,Monster,Humblewood,Humblewood Tales,2014
Slime Familiar,Monster,Humblewood,Humblewood Tales,2014
Slime King,Monster,Humblewood,Humblewood Tales,2014
Slimesworn Cultist,Monster,Humblewood,Humblewood Tales,2014
Sticky Slime,Monster,Humblewood,Humblewood Tales,2014
Swarms,Monster,Humblewood,Humblewood Tales,2014
Bluebee Swarms,Monster,Humblewood,Humblewood Tales,2014
Dusktail Swarms,Monster,Humblewood,Humblewood Tales,2014
Gimlet Swarms,Monster,Humblewood,Humblewood Tales,2014
Wakewyrm,Monster,Humblewood,Humblewood Tales,2014
Young Wakewyrm,Monster,Humblewood,Humblewood Tales,2014
Aida Reedmane,NPC,Humblewood,Humblewood Tales,2014
Alderheart’s Most Wanted,NPC,Humblewood,Humblewood Tales,2014
Aster “the Thorn” Amaryllis,NPC,Humblewood,Humblewood Tales,2014
Finneas “Bullybird” Klawk,NPC,Humblewood,Humblewood Tales,2014
Cluvus “The Godfeather” Lightbreeze,NPC,Humblewood,Humblewood Tales,2014
“Lucky” Sevran Dusktalon,NPC,Humblewood,Humblewood Tales,2014
Jerrin “Snapshadow” Hollowhome,NPC,Humblewood,Humblewood Tales,2014
Arlowene Lum,NPC,Humblewood,Humblewood Tales,2014
Arrevis “The Seahawk” Fleet,NPC,Humblewood,Humblewood Tales,2014
Bernice Blatherwick,NPC,Humblewood,Humblewood Tales,2014
Bernice’s Recruits,NPC,Humblewood,Humblewood Tales,2014
Bervis,NPC,Humblewood,Humblewood Tales,2014
Connie,NPC,Humblewood,Humblewood Tales,2014
Lenny,NPC,Humblewood,Humblewood Tales,2014
Birdfolk Farmer,NPC,Humblewood,Humblewood Tales,2014
Birdfolk Militia,NPC,Humblewood,Humblewood Tales,2014
Birdfolk Thug,NPC,Humblewood,Humblewood Tales,2014
Birdfolk Sailor,NPC,Humblewood,Humblewood Tales,2014
"Bita, the Council Speaker",NPC,Humblewood,Humblewood Tales,2014
"Burlywhirl, Sergeant at Arms",NPC,Humblewood,Humblewood Tales,2014
Cadwyll Piper,NPC,Humblewood,Humblewood Tales,2014
Cathus Gright,NPC,Humblewood,Humblewood Tales,2014
Christophe Laszlo,NPC,Humblewood,Humblewood Tales,2014
Corvum Assassin,NPC,Humblewood,Humblewood Tales,2014
Corvum Songweaver,NPC,Humblewood,Humblewood Tales,2014
Drella Swoop,NPC,Humblewood,Humblewood Tales,2014
Elora Quickwit,NPC,Humblewood,Humblewood Tales,2014
Frond Bellewether,NPC,Humblewood,Humblewood Tales,2014
Gil Hopper,NPC,Humblewood,Humblewood Tales,2014
Gurt Hallowfen,NPC,Humblewood,Humblewood Tales,2014
Hamlin Hurlwind,NPC,Humblewood,Humblewood Tales,2014
Hedge Witch,NPC,Humblewood,Humblewood Tales,2014
Hedy Crest,NPC,Humblewood,Humblewood Tales,2014
Horns,NPC,Humblewood,Humblewood Tales,2014
Jerbeen Commoner,NPC,Humblewood,Humblewood Tales,2014
Jerbeen Swashbuckler,NPC,Humblewood,Humblewood Tales,2014
Jerbeen Thief,NPC,Humblewood,Humblewood Tales,2014
Jonall Hannu,NPC,Humblewood,Humblewood Tales,2014
Lendarick Rootborn,NPC,Humblewood,Humblewood Tales,2014
Mapach Bandit,NPC,Humblewood,Humblewood Tales,2014
Mapach Brute,NPC,Humblewood,Humblewood Tales,2014
Mapach Thug,NPC,Humblewood,Humblewood Tales,2014
Medi Tuck,NPC,Humblewood,Humblewood Tales,2014
Moonflower Mosswell,NPC,Humblewood,Humblewood Tales,2014
The Mossbows,NPC,Humblewood,Humblewood Tales,2014
Merle and Morris Mossbow,NPC,Humblewood,Humblewood Tales,2014
Stoa Mossbow,NPC,Humblewood,Humblewood Tales,2014
Orn Proudbeak,NPC,Humblewood,Humblewood Tales,2014
Petra Cloudburst,NPC,Humblewood,Humblewood Tales,2014
Petra’s Crew,NPC,Humblewood,Humblewood Tales,2014
Gerta Downyruff,NPC,Humblewood,Humblewood Tales,2014
Hannity Lerune,NPC,Humblewood,Humblewood Tales,2014
Lucas Azira,NPC,Humblewood,Humblewood Tales,2014
Slip Tideswell,NPC,Humblewood,Humblewood Tales,2014
Lorno and Lanelle Burrowbright,NPC,Humblewood,Humblewood Tales,2014
"Phorosfeather, Grand Inquisitor of Gesme",NPC,Humblewood,Humblewood Tales,2014
Pleasantpaw,NPC,Humblewood,Humblewood Tales,2014
Raptor Deckhand,NPC,Humblewood,Humblewood Tales,2014
Raptor Freebooter,NPC,Humblewood,Humblewood Tales,2014
Raptor Mercenary,NPC,Humblewood,Humblewood Tales,2014
The Ragtaggers,NPC,Humblewood,Humblewood Tales,2014
Snap,NPC,Humblewood,Humblewood Tales,2014
Cackle,NPC,Humblewood,Humblewood Tales,2014
Podge,NPC,Humblewood,Humblewood Tales,2014
"Sage, the Roostmother",NPC,Humblewood,Humblewood Tales,2014
Skopps the Beast-Breaker,NPC,Humblewood,Humblewood Tales,2014
Spleck Smandra,NPC,Humblewood,Humblewood Tales,2014
Saltfeather,NPC,Humblewood,Humblewood Tales,2014
Strig Berserker,NPC,Humblewood,Humblewood Tales,2014
Strig Tracker,NPC,Humblewood,Humblewood Tales,2014
Tempa Greenkeeper,NPC,Humblewood,Humblewood Tales,2014
Velma Leicester,NPC,Humblewood,Humblewood Tales,2014
Vulpin Berserker,NPC,Humblewood,Humblewood Tales,2014
Vulpin Buccaneer,NPC,Humblewood,Humblewood Tales,2014
Vulpin Captain,NPC,Humblewood,Humblewood Tales,2014
Vulpin Cult Fanatic,NPC,Humblewood,Humblewood Tales,2014
Vulpin Gloomweaver,NPC,Humblewood,Humblewood Tales,2014
Vulpin Spy,NPC,Humblewood,Humblewood Tales,2014
Zifa Freewind,NPC,Humblewood,Humblewood Tales,2014
In Search of the Smuggler's Secrets,Location,Drakkenheim,Dungeons of Drakkenheim: In Search of the Smuggler's Secrets,2024
The Lamplighter,Monster,Drakkenheim,Dungeons of Drakkenheim: In Search of the Smuggler's Secrets,2024
Dread and Breakfast,Location,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Reign of Iron,Location,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Shadow of the Broodmother,Location,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Dream Weaver,Location,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Bard: College of Fleshweaving,Subclass,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Druid: Circle of the Hive,Subclass,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Paladin: Oath of the Harvest,Subclass,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Wizard: School of Biomancy,Subclass,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Animated Magnetite,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Biomantic Polyhedroozes,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
The Brood,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Dreamholders,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
The Dreamers,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Faerie-o’-Fires,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Fiends and Friends,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Kobold Constructs,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Magnetite Dragons,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Mimics,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Swallybogs,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Tar Elementals,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Aboleth Broodmother,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Lesser Aboleth Broodmother,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Aboling,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Tetrahedrooze,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Hexahedrooze,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Octahedrooze,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Decahedrooze,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Dodecahedrooze,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Icosahedrooze,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Broodling,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Broodmother Chrysalis,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Lesser Brood Chrysalis,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Greater Brood Chrysalis,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Chicken,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Dragonling,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Starved Dreamholder,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Dreamholder,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Glutted Dreamholder,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Faerie-o'-Fire,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Fathomcaller Warlock,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Flying Magnetite Weapon,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Gelatinooze,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Horror,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Kobold Mech,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Maestro,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Magnetite Armour,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Magnetite Wyrmling,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Young Magnetite Dragon,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Adult Magnetite Dragon,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Ancient Magnetite Dragon,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Minimic,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Mini Tar Elemental,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Mirrormic,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Mummified Immortal,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Peeper,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Phantasm,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Possessed Mining Suit,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Ranger,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Saddle Slime,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Sleepwalkers,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Sorcerer,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Swallybog,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Gillwrangler,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Sharpfin,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Swarm of Baby Mimics,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Swarm of Cutlery,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Swarm of Fiendcats,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Tar Elemental,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Tarchaeologist,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Tarannosaurus Rex,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Tavern Mimics,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Emaciated Tavern Mimic Brain,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Tavern Mimic Brain,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Nourished Tavern Mimic Brain,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
Wyrmskull Ooze,Monster,Generic,Heliana’s Guide to Monster Hunting: Part 1,2014
The Gift Of Shuritashi,Location,Obojima,Obojima: Tales from the Tall Grass,2014
The Land Of Hot Water,Location,Obojima,Obojima: Tales from the Tall Grass,2014
Mount Arbora,Location,Obojima,Obojima: Tales from the Tall Grass,2014
The Gale Fields,Location,Obojima,Obojima: Tales from the Tall Grass,2014
The Brackwater Wetlands,Location,Obojima,Obojima: Tales from the Tall Grass,2014
The Coastal Highlands,Location,Obojima,Obojima: Tales from the Tall Grass,2014
The Shallows,Location,Obojima,Obojima: Tales from the Tall Grass,2014
Barbarian: Path of the Belly Brewer,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Bard: College of Masks,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Druid: Circle of the Petal,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Fighter: The Spirit-Fused,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Monk: Sheep Dragon Shepherd,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Paladin: Oath of the River,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Ranger: Corrupted Ranger,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Rogue: Waxwork Rogue,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Sorcerer: Oni Bloodline,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Warlock: The Lantern,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Wizard: Origami Mage,Subclass,Obojima,Obojima: Tales from the Tall Grass,2014
Animated Object Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Powerful Animated Object Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Aquatic Beast Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Powerful Aquatic Beast Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Beast Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Powerful Beast Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Flying Beast Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Powerful Flying Beast Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Elemental Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Powerful Elemental Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Spectral Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Powerful Spectral Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Flora Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Powerful Flora Spirit,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Acorn Crab,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
Akaobata,Monster,Obojima,Obojima: Tales from the Tall Grass,2014
